university,year,rank,score
King Mongkut's Institute of Technology Ladkrabang,2021,1001,0.0
Leeds Beckett University,2021,1001,0.0
London Business School,2021,,0.0
Makerere University,2021,1001,0.0
Mansoura University,2021,1001,0.0
Marquette University,2021,1001,0.0
Meiji University,2021,1001,0.0
Miami University,2021,1001,0.0
Mustansiriyah University,2021,1001,0.0
National Dong Hwa University,2021,1001,0.0
National Taiwan Ocean University,2021,1001,0.0
National University of Kyiv-Mohyla Academy (NaUKMA),2021,1001,0.0
North-West University,2021,1001,0.0
Northern Arizona University,2021,1001,0.0
Panjab University,2021,1001,0.0
S. Toraighyrov Pavlodar State University,2021,1001,0.0
Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),2021,1001,0.0
Rikkyo University,2021,1001,0.0
Russian State University for the Humanities ,2021,1001,0.0
Saken Seifullin Kazakh Agrotechnical University,2021,1001,0.0
Scuola Normale Superiore,2021,,0.0
Sant'Anna - Scuola Universitaria Superiore Pisa,2021,,0.0
Seoul National University of Science and Technology,2021,1001,0.0
Shahid Beheshti University (SBU),2021,1001,0.0
"Siberian Federal University, SibFU",2021,1001,0.0
"St George's, University of London",2021,,0.0
Saint-Petersburg Mining University,2021,1001,0.0
Stockholm School of Economics,2021,,0.0
Suranaree University of Technology ,2021,1001,0.0
Tamkang University,2021,1001,0.0
Technical University of Cluj-Napoca,2021,1001,0.0
VSB - Technical University of Ostrava,2021,1001,0.0
TELECOM Paris,2021,,0.0
Thapar Institute of Engineering & Technology,2021,1001,0.0
"The ""Gheorghe Asachi"" Technical University of Iasi",2021,1001,0.0
The Hashemite University,2021,1001,0.0
Ton Duc Thang University,2021,1001,0.0
Tunghai University,2021,1001,0.0
Universidad Andrés Bello,2021,1001,0.0
Universidad Autónoma de Baja California,2021,1001,0.0
Universidad Autónoma de Chile,2021,1001,0.0
Universidad Autónoma de Nuevo León,2021,1001,0.0
Universidad Autónoma de Querétaro (UAQ),2021,1001,0.0
Universidad Autónoma de San Luis de Potosí,2021,1001,0.0
Universidad Autonoma de Yucatan,2021,1001,0.0
Universidad Autónoma del Estado de Morelos (UAEM),2021,1001,0.0
"Universidad Católica Boliviana ""San Pablo""",2021,1001,0.0
Universidad Católica de Colombia ,2021,1001,0.0
Católica de Córdoba,2021,1001,0.0
Universidad Católica del Norte,2021,1001,0.0
Universidad Central del Ecuador,2021,1001,0.0
Universidad de Castilla-La Mancha,2021,1001,0.0
Universidad de Guanajuato,2021,1001,0.0
Universidad de La Frontera (UFRO),2021,1001,0.0
Universidad de La Salle,2021,1001,0.0
Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),2021,1001,0.0
Universidad de Lima,2021,1001,0.0
Universidad de Medellín,2021,1001,0.0
Universidad de Monterrey (UDEM),2021,1001,0.0
Universidad de Panamá - UP,2021,1001,0.0
Universidad de Puerto Rico,2021,1001,0.0
Universidad de Sonora,2021,1001,0.0
Universidad de Talca,2021,1001,0.0
Universidad de Valparaíso (UV),2021,1001,0.0
Universidad del Bío-Bío,2021,1001,0.0
Universidad del Desarrollo (UDD),2021,1001,0.0
Universidad del Norte ,2021,1001,0.0
Universidad del Pacífico,2021,1001,0.0
Universidad Industrial de Santander - UIS,2021,1001,0.0
Universidad Mayor de San Andrés (UMSA),2021,1001,0.0
Universidad Metropolitana,2021,1001,0.0
Universidad Nacional Agraria la Molina,2021,1001,0.0
Universidad Nacional de la Asunción,2021,1001,0.0
Universidad Nacional de Cuyo,2021,1001,0.0
Universidad Nacional de Mar del Plata,2021,1001,0.0
Universidad Nacional de Quilmes,2021,1001,0.0
Universidad Nacional de San Martín (UNSAM),2021,1001,0.0
Universidad Nacional de Tucumà¡n,2021,1001,0.0
Universidad Nacional del Litoral,2021,1001,0.0
Universidad Nacional del Sur,2021,1001,0.0
Universidad Peruana de Ciencias Aplicadas,2021,1001,0.0
Universidad Rey Juan Carlos,2021,1001,0.0
Universidade de Vigo,2021,1001,0.0
Universidade do Estado do Rio de Janeiro (UERJ),2021,1001,0.0
Universidade Estadual de Londrina,2021,1001,0.0
Universidade Federal da Bahia,2021,1001,0.0
Universidade Federal de Santa Maria,2021,1001,0.0
Universidade Federal de Viçosa (UFV),2021,1001,0.0
Universidade Federal do Ceará (UFC),2021,1001,0.0
Universidade Federal Fluminense ,2021,1001,0.0
Bocconi University,2021,,0.0
Universitas Muhammadiyah Surakarta,2021,1001,0.0
Universität Siegen,2021,1001,0.0
Université de Caen Normandie,2021,1001,0.0
Université de Poitiers,2021,1001,0.0
Université de Technologie de Compiègne (UTC),2021,,0.0
Université Jean Moulin Lyon 3,2021,1001,0.0
Université Lumière Lyon 2,2021,1001,0.0
Université Mohammed V de Rabat,2021,1001,0.0
Université Paris-Nanterre,2021,1001,0.0
Universiti Malaysia Terengganu (UMT),2021,1001,0.0
Università degli studi di Bergamo,2021,1001,0.0
"University of Agriculture, Faisalabad ",2021,1001,0.0
University of Arkansas Fayetteville ,2021,1001,0.0
University of Babylon,2021,1001,0.0
University of Basrah,2021,1001,0.0
University of Belgrade,2021,1001,0.0
Universitas Brawijaya ,2021,1001,0.0
"University of California, San Francisco",2021,,0.0
University of Colombo,2021,1001,0.0
Prague University of Economics and Business,2021,,0.0
University of Ghana,2021,1001,0.0
University of Karachi,2021,1001,0.0
The University of Lahore,2021,1001,0.0
University of Montana Missoula ,2021,1001,0.0
University of Mumbai,2021,1001,0.0
University of Nairobi,2021,1001,0.0
University of Niš,2021,1001,0.0
University of Novi Sad,2021,1001,0.0
University of Ostrava,2021,1001,0.0
University of Peradeniya ,2021,1001,0.0
University of San Francisco,2021,1001,0.0
University of Sarajevo ,2021,1001,0.0
University of Silesia in Katowice,2021,1001,0.0
University of Split,2021,1001,0.0
University of the Arts London,2021,,0.0
University of the Western Cape,2021,1001,0.0
University of West Bohemia ,2021,1001,0.0
University POLITEHNICA of Bucharest,2021,1001,0.0
Université de Toulouse II-Le Mirail,2021,1001,0.0
Vellore Institute of Technology (VIT),2021,1001,0.0
Voronezh State University,2021,1001,0.0
Warsaw University of Life Sciences – SGGW (WULS-SGGW),2021,1001,0.0
Weizmann Institute of Science,2021,,0.0
Universitatea de Vest din Timisoara /  West University of Timisoara,2021,1001,0.0
WHU - Otto Beisheim School of Management ,2021,,0.0
Yarmouk University,2021,1001,0.0
Yildiz Technical University,2021,1001,0.0
Massachusetts Institute of Technology (MIT) ,2022,1,100.0
University of Oxford,2022,2,99.5
Stanford University,2022,3,98.7
University of Cambridge,2022,3,98.7
Harvard University,2022,5,98.0
California Institute of Technology (Caltech),2022,6,97.4
Imperial College London,2022,7,97.3
ETH Zurich - Swiss Federal Institute of Technology,2022,8,95.4
UCL,2022,8,95.4
University of Chicago,2022,10,94.5
National University of Singapore (NUS),2022,11,93.9
"Nanyang Technological University, Singapore (NTU)",2022,12,90.8
University of Pennsylvania,2022,13,90.7
EPFL,2022,14,90.2
Yale University,2022,14,90.2
The University of Edinburgh,2022,16,89.9
Tsinghua University,2022,17,89.0
Peking University,2022,18,88.8
Columbia University,2022,19,88.7
Princeton University,2022,20,88.6
Cornell University,2022,21,88.3
The University of Hong Kong,2022,22,86.3
The University of Tokyo,2022,23,86.2
University of Michigan-Ann Arbor,2022,23,86.2
Johns Hopkins University,2022,25,85.9
University of Toronto,2022,26,85.3
McGill University,2022,27,84.0
The Australian National University,2022,27,84.0
The University of Manchester,2022,27,84.0
Northwestern University,2022,30,82.8
Fudan University,2022,31,82.6
"University of California, Berkeley (UCB)",2022,32,82.5
Kyoto University,2022,33,82.3
The Hong Kong University of Science and Technology,2022,34,82.2
King's College London,2022,35,82.0
Seoul National University,2022,36,81.7
The University of Melbourne,2022,37,81.4
The University of Sydney,2022,38,80.4
The Chinese University of Hong Kong (CUHK),2022,39,80.3
"University of California, Los Angeles (UCLA)",2022,40,79.7
KAIST - Korea Advanced Institute of Science & Technology,2022,41,79.1
New York University (NYU),2022,42,78.9
The University of New South Wales (UNSW Sydney),2022,43,77.7
Université PSL,2022,44,77.6
Zhejiang University,2022,45,77.4
University of British Columbia,2022,46,77.1
The University of Queensland,2022,47,76.6
"University of California, San Diego (UCSD)",2022,48,76.1
Institut Polytechnique de Paris,2022,49,75.9
The London School of Economics and Political Science (LSE),2022,49,75.8
Shanghai Jiao Tong University,2022,50,75.6
Technical University of Munich,2022,50,75.6
Duke University,2022,52,75.2
Carnegie Mellon University,2022,53,74.6
City University of Hong Kong,2022,53,74.6
University of Amsterdam,2022,55,73.8
Tokyo Institute of Technology (Tokyo Tech),2022,56,73.5
Delft University of Technology,2022,57,73.1
Monash University,2022,58,72.2
Brown University,2022,60,71.3
The University of Warwick,2022,61,71.2
University of Bristol,2022,62,71.0
Ruprecht-Karls-Universität Heidelberg,2022,63,70.8
Ludwig-Maximilians-Universität München,2022,64,70.1
Universiti Malaya (UM),2022,65,69.8
The Hong Kong Polytechnic University,2022,66,69.1
University of Texas at Austin,2022,67,68.4
National Taiwan University (NTU),2022,68,68.2
Universidad de Buenos Aires (UBA),2022,69,67.9
KU Leuven,2022,70,67.2
University of Zurich,2022,70,67.2
Sorbonne University,2022,72,67.1
University of Glasgow,2022,73,66.8
Korea University,2022,74,66.3
Osaka University,2022,75,66.2
University of Wisconsin-Madison,2022,75,66.2
University of Southampton,2022,77,65.7
Lomonosov Moscow State University,2022,78,65.6
University of Copenhagen,2022,79,65.5
Yonsei University,2022,79,65.5
Pohang University of Science And Technology (POSTECH),2022,81,65.4
Durham University,2022,82,65.2
Tohoku University,2022,82,65.2
University of Illinois at Urbana-Champaign,2022,82,65.2
The University of Auckland,2022,85,65.0
University of Washington,2022,85,65.0
Université Paris-Saclay,2022,86,64.9
Lund University,2022,87,63.8
Georgia Institute of Technology,2022,88,63.5
KTH Royal Institute of Technology ,2022,89,63.2
University of Birmingham,2022,90,62.9
University of St Andrews,2022,91,62.8
University of Leeds,2022,92,62.6
The University of Western Australia,2022,93,62.5
Rice University,2022,94,62.3
The University of Sheffield,2022,95,61.6
Pennsylvania State University,2022,96,61.5
Sungkyunkwan University (SKKU),2022,97,60.5
University of Science and Technology of China,2022,98,60.1
Technical University of Denmark,2022,99,59.9
"University of North Carolina, Chapel Hill",2022,100,59.6
"Trinity College Dublin, The University of Dublin",2022,101,59.5
University of Oslo,2022,102,59.0
University of Nottingham,2022,103,58.9
University of Helsinki,2022,104,58.5
Universidad Nacional Autónoma de México  (UNAM),2022,105,58.3
University of Geneva,2022,105,58.3
Washington University in St. Louis,2022,107,58.0
The University of Adelaide,2022,108,57.9
"University of California, Davis",2022,108,57.9
King Abdulaziz University (KAU),2022,109,57.7
Utrecht University,2022,110,57.5
Université de Montréal ,2022,111,57.3
Aalto University,2022,112,57.0
Boston University,2022,112,57.0
Leiden University,2022,112,57.0
University of Southern California,2022,112,57.0
Purdue University,2022,116,56.9
Queen Mary University of London,2022,117,56.7
Nagoya University,2022,118,56.2
University of Bern,2022,119,56.1
The Ohio State University,2022,120,56.0
Chalmers University of Technology,2022,121,55.9
Universidade de São Paulo,2022,121,55.9
Wageningen University & Research,2022,123,55.8
Uppsala University,2022,124,55.4
Eindhoven University of Technology,2022,125,55.3
University of Alberta,2022,126,55.2
Freie Universitaet Berlin,2022,127,54.9
Humboldt-Universität zu Berlin,2022,128,54.8
University of Groningen,2022,128,54.8
École Normale Supérieure de Lyon,2022,130,54.6
Nanjing University,2022,131,54.2
Lancaster University,2022,132,54.0
University of Technology Sydney,2022,133,53.9
Newcastle University,2022,134,53.8
Pontificia Universidad Católica de Chile (UC),2022,135,53.6
"KIT, Karlsruhe Institute of Technology",2022,136,53.4
Kyushu University,2022,137,53.3
University of Basel,2022,138,53.0
McMaster University,2022,140,52.7
Ghent University,2022,141,52.6
Politecnico di Milano,2022,142,52.5
Universiti Putra Malaysia (UPM),2022,143,52.2
Universiti Kebangsaan Malaysia (UKM),2022,144,52.0
Hokkaido University,2022,145,51.4
"University of California, Santa Barbara (UCSB)",2022,146,51.2
Universiti Sains Malaysia (USM),2022,147,51.0
Stockholm University,2022,148,50.6
The University of Exeter,2022,149,50.5
University of Waterloo,2022,149,50.5
Cardiff University,2022,151,50.4
University of Vienna,2022,151,50.4
University of York,2022,151,50.4
University of Rochester,2022,154,50.3
Aarhus University,2022,155,50.2
Hanyang University,2022,156,49.8
Michigan State University,2022,157,49.7
"University of Maryland, College Park",2022,158,49.5
Technische Universität Berlin (TU Berlin),2022,159,49.3
Emory University,2022,160,48.6
Case Western Reserve University,2022,161,48.2
Tecnológico de Monterrey,2022,161,48.2
King Fahd University of Petroleum & Minerals,2022,163,48.1
University of Pittsburgh,2022,163,48.1
RWTH Aachen University,2022,165,48.0
Alma Mater Studiorum - University of Bologna,2022,166,47.7
University of Bath,2022,166,47.7
Texas A&M University,2022,168,47.6
Universitat de Barcelona,2022,168,47.6
Western University,2022,170,47.5
Sapienza University of Rome,2022,171,47.2
Albert-Ludwigs-Universitaet Freiburg,2022,172,47.0
University College Dublin,2022,173,46.9
University of Florida,2022,173,46.9
Al-Farabi Kazakh National University,2022,175,46.8
University of Lausanne,2022,176,46.6
Eberhard Karls Universität Tübingen,2022,177,46.4
Indian Institute of Technology Bombay (IITB),2022,177,46.4
Erasmus University Rotterdam ,2022,179,46.3
National Tsing Hua University,2022,180,46.1
Technische Universität Wien,2022,180,46.1
University of Gothenburg,2022,180,46.1
Khalifa University,2022,183,46.0
Universidad de Chile,2022,183,46.0
Indian Institute of Technology Delhi (IITD),2022,185,45.9
Indian Institute of Science,2022,186,45.7
University of Minnesota Twin Cities,2022,186,45.7
Université catholique de Louvain (UCLouvain),2022,188,45.6
University of Liverpool,2022,189,45.5
University of Twente,2022,189,45.5
Dartmouth College,2022,191,45.1
Universiti Teknologi Malaysia ,2022,191,45.1
University of Wollongong,2022,193,44.9
Curtin University,2022,194,44.8
Technische Universität Dresden,2022,194,44.8
University of Otago,2022,194,44.8
"The University of Newcastle, Australia (UON)",2022,197,44.6
The Hebrew University of Jerusalem,2022,198,44.5
University of Bergen,2022,199,44.2
Macquarie University,2022,200,44.1
Keio University,2022,201,43.9
University of Reading,2022,202,43.5
Waseda University,2022,203,43.3
University of Göttingen,2022,204,43.2
University of Aberdeen,2022,205,43.1
RMIT University,2022,206,42.8
Universidad Autónoma de Madrid,2022,207,42.7
Universite libre de Bruxelles,2022,207,42.7
Universitat Autònoma de Barcelona,2022,209,42.6
Vrije Universiteit Amsterdam,2022,209,42.6
Tongji University,2022,211,42.5
Ulsan National Institute of Science and Technology (UNIST),2022,212,42.4
Queensland University of Technology (QUT),2022,213,42.1
Universität Hamburg,2022,214,42.0
Chulalongkorn University,2022,215,41.9
Arizona State University,2022,216,41.8
Queen's University Belfast,2022,216,41.8
Vanderbilt University,2022,218,41.7
Universidade Estadual de Campinas (Unicamp),2022,219,41.3
Radboud University ,2022,220,41.1
Vrije Universiteit Brussel (VUB),2022,221,41.0
University of Notre Dame,2022,222,40.9
Complutense University of Madrid,2022,223,40.8
Qatar University,2022,224,40.7
Wuhan University,2022,225,40.4
Rheinische Friedrich-Wilhelms-Universität Bonn,2022,226,40.3
University of Cape Town,2022,226,40.3
University of Sussex,2022,226,40.3
University of Virginia,2022,226,40.3
University of Ottawa,2022,230,40.2
Loughborough University,2022,231,40.1
"University of California, Irvine",2022,232,40.0
Maastricht University ,2022,233,39.8
University of Antwerp,2022,233,39.8
University of Calgary,2022,235,39.7
Harbin Institute of Technology,2022,236,39.6
Universidad de los Andes,2022,236,39.6
University of Leicester,2022,236,39.6
Victoria University of Wellington,2022,236,39.6
Queen's University at Kingston,2022,240,39.5
USI - Università della Svizzera italiana,2022,240,39.5
American University of Beirut (AUB),2022,242,39.2
Saint Petersburg State University,2022,242,39.2
Università di Padova,2022,242,39.2
Ecole des Ponts ParisTech,2022,245,39.1
Novosibirsk State University,2022,246,38.8
University of Massachusetts Amherst,2022,246,38.8
Georgetown University,2022,248,38.7
Universitat Pompeu Fabra (Barcelona),2022,248,38.7
Universiti Brunei Darussalam (UBD),2022,250,38.6
University of Colorado Boulder,2022,251,38.5
National Cheng Kung University (NCKU),2022,252,38.4
Yeshiva University,2022,252,38.4
Gadjah Mada University,2022,254,38.3
Indian Institute of Technology Madras (IITM),2022,255,38.1
Mahidol University,2022,255,38.1
Tel Aviv University,2022,255,38.1
National University of Ireland Galway,2022,258,37.6
Universidad Nacional de Colombia,2022,258,37.6
University of Canterbury | Te Whare Wānanga o Waitaha,2022,258,37.7
Sun Yat-sen University,2022,260,37.4
Sciences Po,2022,261,37.3
Université de Paris,2022,261,37.3
Kyung Hee University,2022,264,37.2
Rutgers University–New Brunswick,2022,264,37.2
Charles University,2022,266,37.1
University of Navarra,2022,266,37.1
National Yang Ming Chiao Tung University,2022,268,36.9
The University of Arizona,2022,268,36.9
Technical University of Darmstadt,2022,269,36.9
Beijing Normal University ,2022,270,36.7
Heriot-Watt University,2022,270,36.7
Dalhousie University,2022,272,36.6
Tomsk State University,2022,272,36.6
University of Surrey,2022,272,36.6
Southern University of Science and Technology,2022,275,36.5
Tufts University,2022,275,36.5
Graz University of Technology,2022,277,36.4
Indian Institute of Technology Kanpur (IITK),2022,277,36.4
King Saud University,2022,277,36.4
Indian Institute of Technology Kharagpur (IIT-KGP),2022,280,36.3
Bauman Moscow State Technical University,2022,281,36.2
Universität Innsbruck,2022,281,36.2
Deakin University,2022,283,36.1
Massey University,2022,284,35.9
University of Illinois at Chicago (UIC),2022,285,35.6
University of Tsukuba,2022,285,35.6
Hong Kong Baptist University,2022,287,35.5
United Arab Emirates University,2022,288,35.4
Griffith University,2022,290,35.1
Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),2022,290,35.1
Universitas Indonesia,2022,290,35.1
Université Paris 1 Panthéon-Sorbonne ,2022,290,35.1
Xi’an Jiaotong University,2022,290,35.1
Belarusian State University,2022,295,34.9
University of Porto,2022,295,34.9
University of Turku,2022,295,34.9
Simon Fraser University,2022,298,34.8
University College Cork,2022,298,34.8
North Carolina State University,2022,300,34.7
University of Tartu,2022,300,34.7
University of Strathclyde,2022,302,34.4
Bandung Institute of Technology (ITB),2022,303,34.2
University of Tasmania,2022,303,34.2
Gwangju Institute of Science and Technology (GIST),2022,305,34.1
HSE University,2022,305,34.1
University of East Anglia (UEA),2022,307,34.0
University of Warsaw ,2022,308,33.9
Jagiellonian University,2022,309,33.8
University of Southern Denmark (SDU),2022,309,33.8
Indiana University Bloomington,2022,311,33.7
University of Cologne,2022,311,33.7
University of Miami,2022,311,33.7
National Taiwan University of Science and Technology (Taiwan Tech),2022,314,33.6
Université Grenoble Alpes,2022,314,33.6
University of Milan,2022,316,33.5
IE University,2022,317,33.4
RUDN University,2022,317,33.4
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),2022,319,33.1
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),2022,319,33.1
Swinburne University of Technology,2022,321,33.0
 University of Dundee,2022,322,32.9
Friedrich-Alexander-Universität Erlangen-Nürnberg,2022,322,32.9
Pontificia Universidad Católica Argentina,2022,322,32.9
University of Macau,2022,322,32.9
Aalborg University,2022,326,32.8
University of South Australia,2022,326,32.8
L.N. Gumilyov Eurasian National University (ENU),2022,328,32.7
Linköping University,2022,329,32.5
"City, University of London",2022,330,32.4
Technion - Israel Institute of Technology,2022,330,32.4
"Birkbeck, University of London",2022,332,32.3
Taylor's University,2022,332,32.3
Huazhong University of Science and Technology,2022,334,32.2
National Taiwan Normal University,2022,334,32.2
Politecnico di Torino,2022,334,32.2
Royal Holloway University of London,2022,334,32.2
Tianjin University,2022,334,32.2
University of Victoria (UVic),2022,334,32.2
Goethe-University Frankfurt am Main,2022,340,32.1
University of Hawaiʻi at Mānoa,2022,340,32.1
Northeastern University,2022,342,31.9
Hiroshima University,2022,343,31.8
Universiti Teknologi Brunei,2022,344,31.7
Universität Jena,2022,344,31.7
Virginia Polytechnic Institute and State University,2022,346,31.6
Kazan (Volga region) Federal University,2022,347,31.4
UCSI University,2022,347,31.4
"University of California, Santa Cruz",2022,347,31.4
Universität Stuttgart,2022,347,31.4
Brunel University London,2022,351,31.3
Universidad Carlos III de Madrid (UC3M),2022,351,31.3
Ural Federal University - UrFU,2022,351,31.3
Johannes Kepler University Linz,2022,354,31.2
George Washington University,2022,355,31.1
Tilburg University,2022,356,31.0
University of Lisbon ,2022,356,31.0
Nankai University,2022,358,30.9
National University of Sciences And Technology (NUST) Islamabad,2022,358,30.9
University of Jyväskylä,2022,358,30.9
University of Utah,2022,358,30.9
Ewha Womans University,2022,362,30.8
La Trobe University,2022,362,30.8
MGIMO School of Business and International Proficiency,2022,362,30.8
ITMO University,2022,365,30.5
Umea University,2022,365,30.5
Ulm University,2022,365,30.5
Sultan Qaboos University,2022,368,30.4
Norwegian University of Science And Technology,2022,369,30.3
Universidade Federal do Rio de Janeiro,2022,369,30.3
Universitat Politècnica de València,2022,371,30.0
Lincoln University ,2022,372,29.8
Beijing Institute of Technology,2022,373,29.6
"University of Chemistry and Technology, Prague",2022,373,29.6
University of Connecticut,2022,373,29.6
University of Waikato,2022,373,29.6
University of Oulu,2022,377,29.5
Julius-Maximilians-Universität Würzburg,2022,378,29.4
Quaid-i-Azam University,2022,378,29.4
"Stony Brook University, State University of New York",2022,378,29.4
Sharif University of Technology,2022,381,29.3
Tokyo Medical and Dental University (TMDU),2022,381,29.3
American University of Sharjah,2022,383,29.1
Beihang University (former BUAA),2022,383,29.1
University of Kent,2022,383,29.1
Kobe University,2022,386,28.9
University of Kansas,2022,387,28.8
University at Buffalo SUNY,2022,388,28.7
University of Pisa,2022,388,28.7
Università Vita-Salute San Raffaele,2022,390,28.6
SOAS University of London ,2022,391,28.5
Universidad de Palermo (UP),2022,391,28.5
Peter the Great St. Petersburg Polytechnic University,2022,393,28.4
Ruhr-Universität Bochum,2022,393,28.4
Indian Institute of Technology Guwahati (IITG),2022,395,28.3
National Research Tomsk Polytechnic University,2022,395,28.3
Pontificia Universidad Catolica del Peru,2022,395,28.3
Pakistan Institute of Engineering and Applied Sciences (PIEAS),2022,398,28.2
University of the Philippines,2022,399,28.1
Indian Institute of Technology Roorkee (IITR),2022,400,28.0
Universidad Austral,2022,400,28.0
Vilnius University ,2022,400,28.0
Czech Technical University in Prague,2022,403,27.9
Shandong University,2022,403,27.9
"University of California, Riverside",2022,403,27.9
Flinders University,2022,407,27.8
South China University of Technology,2022,407,27.8
Taipei Medical University (TMU),2022,407,27.8
Xiamen University,2022,407,27.8
Westfälische Wilhelms-Universität Münster ,2022,411,27.7
National Sun Yat-sen University,2022,412,27.5
Pontificia Universidad Javeriana,2022,412,27.5
Chung-Ang University (CAU),2022,414,27.4
Lappeenranta-Lahti University of Technology LUT,2022,414,27.4
Tampere University,2022,414,27.4
Universiti Teknologi PETRONAS (UTP),2022,414,27.4
"University of Colorado, Denver ",2022,414,27.4
University of Science and Technology Beijing,2022,414,27.4
Université Laval,2022,414,27.4
National Technical University of Athens,2022,421,27.3
Université de Strasbourg,2022,421,27.3
Universität Mannheim,2022,423,27.2
James Cook University,2022,424,27.1
University of Naples - Federico II,2022,424,27.1
University of Witwatersrand,2022,424,27.1
Johannes Gutenberg Universität Mainz,2022,427,27.0
Washington State University,2022,427,27.0
Oxford Brookes University,2022,429,26.9
Wake Forest University,2022,429,26.9
Colorado State University,2022,431,26.8
Rensselaer Polytechnic Institute,2022,431,26.8
Universidade Nova de Lisboa,2022,431,26.8
Universidade Federal de São Paulo,2022,434,26.7
University of Johannesburg,2022,434,26.7
Shanghai University,2022,436,26.6
Tulane University,2022,436,26.6
University of Canberra ,2022,436,26.6
"Essex, University of",2022,439,26.5
Swansea University,2022,440,26.3
University of Cyprus (UCY),2022,440,26.3
University of Trento,2022,440,26.3
University of Tromsø The Arctic University of Norway,2022,440,26.3
Illinois Institute of Technology,2022,444,26.2
HUFS - Hankuk (Korea) University of Foreign Studies ,2022,445,26.1
The American University in Cairo,2022,445,26.1
Umm Al-Qura University ,2022,447,26.0
Universität  Leipzig,2022,447,26.0
Universität des Saarlandes,2022,447,26.0
University of Milano-Bicocca ,2022,450,25.9
Auckland University of Technology (AUT),2022,451,25.8
Bond University,2022,451,25.8
Sichuan University,2022,451,25.8
University of Florence,2022,451,25.8
Brandeis University,2022,455,25.7
University of Coimbra,2022,455,25.7
University of Iowa,2022,455,25.7
University of Saskatchewan,2022,458,25.6
Universidad Politécnica de Madrid (UPM),2022,459,25.5
University of St.Gallen (HSG),2022,459,25.5
Colorado School of Mines,2022,461,25.4
Far Eastern Federal University,2022,461,25.4
"Goldsmiths, University of London",2022,461,25.4
Martin-Luther-Universität Halle-Wittenberg,2022,461,25.4
Airlangga University,2022,465,25.3
Amirkabir University of Technology,2022,465,25.3
Southeast University,2022,465,25.3
Universidad de Belgrano,2022,465,25.3
National Taipei University of Technology,2022,469,25.2
Universidad de Montevideo (UM),2022,469,25.2
Ben-Gurion University of The Negev,2022,471,25.1
Hasselt University ,2022,471,25.1
Universidad ORT Uruguay,2022,471,25.1
University of Stirling,2022,471,25.1
Florida State University,2022,475,25.0
"University of Missouri, Columbia",2022,476,24.9
Bar-Ilan University,2022,477,24.8
Chiba University,2022,477,24.8
University of Texas Dallas,2022,477,24.8
Chang Gung University,2022,480,24.7
Université de Liège,2022,480,24.7
Auezov South Kazakhstan University (SKU),2022,482,24.6
Stellenbosch University,2022,482,24.6
The Catholic University of Korea ,2022,482,24.6
Aston University,2022,485,24.5
University of Turin,2022,485,24.5
The National University of Science and Technology MISIS,2022,487,24.4
Universidad de Santiago de Chile (USACH),2022,487,24.4
Yokohama City University,2022,487,24.4
Dublin City University,2022,490,24.3
Justus-Liebig-University Giessen,2022,490,24.3
UNESP,2022,492,24.2
University of Granada,2022,492,24.2
 Western Sydney University,2022,494,24.1
Boston College,2022,494,24.1
Christian-Albrechts-University zu Kiel,2022,494,24.1
Dongguk University ,2022,494,24.1
Iowa State University,2022,494,24.1
Sogang University,2022,494,24.1
"University of Rome ""Tor Vergata""",2022,494,24.1
York University,2022,494,24.1
Aix-Marseille University,2022,501,0.0
Jilin University,2022,501,0.0
Satbayev University,2022,501,0.0
Universidad de La Habana,2022,501,0.0
University of Bordeaux,2022,501,0.0
University of Delhi,2022,501,0.0
University of Klagenfurt,2022,501,0.0
University of Limerick,2022,501,0.0
Universität Konstanz,2022,501,0.0
Warsaw University of Technology,2022,501,0.0
Bogor Agricultural University,2022,511,0.0
Koç University,2022,511,0.0
Missouri University of Science and Technology,2022,511,0.0
Singapore Management University,2022,511,0.0
Universidad de Alcalá,2022,511,0.0
Universiti Utara Malaysia (UUM),2022,511,0.0
University of Balamand,2022,511,0.0
V. N. Karazin Kharkiv National University,2022,511,0.0
Wayne State University,2022,511,0.0
Central South University,2022,521,0.0
China University of Geosciences,2022,521,0.0
Concordia University,2022,521,0.0
Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),2022,521,0.0
National Central University,2022,521,0.0
"Universidad Central ""Marta Abreu"" de Las Villas",2022,521,0.0
University of Bayreuth,2022,521,0.0
University of Eastern Finland,2022,521,0.0
University of Tehran,2022,521,0.0
Université de Montpellier,2022,521,0.0
Ajou University ,2022,531,0.0
East China Normal University,2022,531,0.0
Hitotsubashi University,2022,531,0.0
Institut National des Sciences Appliquées de Lyon (INSA),2022,531,0.0
Lehigh University,2022,531,0.0
Nagasaki University,2022,531,0.0
National Research Saratov State University,2022,531,0.0
Oregon State University,2022,531,0.0
Saint Joseph University of Beirut (USJ) ,2022,531,0.0
Southern Federal University,2022,531,0.0
Universidad de Costa Rica,2022,531,0.0
Universidad de Zaragoza,2022,531,0.0
University of Delaware,2022,531,0.0
Aberystwyth University,2022,541,0.0
Iran University of Science and Technology,2022,541,0.0
